ccode,country name,1500,1501,1502,1503,1504,1505,1506,1507,1508,1509,1510,1511,1512,1513,1514,1515,1516,1517,1518,1519,1520,1521,1522,1523,1524,1525,1526,1527,1528,1529,1530,1531,1532,1533,1534,1535,1536,1537,1538,1539,1540,1541,1542,1543,1544,1545,1546,1547,1548,1549,1550,1551,1552,1553,1554,1555,1556,1557,1558,1559,1560,1561,1562,1563,1564,1565,1566,1567,1568,1569,1570,1571,1572,1573,1574,1575,1576,1577,1578,1579,1580,1581,1582,1583,1584,1585,1586,1587,1588,1589,1590,1591,1592,1593,1594,1595,1596,1597,1598,1599,1600,1601,1602,1603,1604,1605,1606,1607,1608,1609,1610,1611,1612,1613,1614,1615,1616,1617,1618,1619,1620,1621,1622,1623,1624,1625,1626,1627,1628,1629,1630,1631,1632,1633,1634,1635,1636,1637,1638,1639,1640,1641,1642,1643,1644,1645,1646,1647,1648,1649,1650,1651,1652,1653,1654,1655,1656,1657,1658,1659,1660,1661,1662,1663,1664,1665,1666,1667,1668,1669,1670,1671,1672,1673,1674,1675,1676,1677,1678,1679,1680,1681,1682,1683,1684,1685,1686,1687,1688,1689,1690,1691,1692,1693,1694,1695,1696,1697,1698,1699,1700,1701,1702,1703,1704,1705,1706,1707,1708,1709,1710,1711,1712,1713,1714,1715,1716,1717,1718,1719,1720,1721,1722,1723,1724,1725,1726,1727,1728,1729,1730,1731,1732,1733,1734,1735,1736,1737,1738,1739,1740,1741,1742,1743,1744,1745,1746,1747,1748,1749,1750,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
578,Norway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.73604,44.47571,42.13488,40.96447,46.81653,28.24434,44.06117,65.52688,71.17574,58.74823,66.65665,46.32072,55.35891,126.53466,122.01556,78.35052,96.90722,74.2268,43.29897,90.72165,70.12195,68.13627,74.03751,107.97665,66.09195,75.32957,95.45876,88.74657,101.083,97.86477,96.74582,102.6087,122.95787,116.69506,137.20539,143.92679,147.44646,129.08497,113.5442,157.9371,135.5662,146.34146,150.85537,149.76959,172.85823,142.1092,144.33753,159.9413,132.8976,206.1782,146.203,156.4912,175.6944,168.8401,161.5957,227.18188,186.0618,186.64938,191.71975,243.1078,226.7658,212.66134,224.1798,174.46043,179.88166,213.82542,213.28671,226.7981,208.79121,299.7118,220.05731,231.90883,264.28976,269.2092,290.6267,288.1356,303.45572,304.74161,342.27129,417.4049,361.9345,359.8958,412.715,449.4557,420.2675,436.6701,498.9848,451.6945,449.0927,586.3796,442.623,451.1352,465.1619,442.878,431.5891,466.3826,497.1989,467.3413,411.9782,830.9417,381.3747,432.0879,421.3287,425.7727,446.5136,451.0565,465.0064,486.786,476.9751,539.0101,490.2124,512.5877,475.2758,577.6699,497.1978,454.0048,498.236,522.1102,513.2539,640.6072,495.5022,543.5993,575.7464,565.04214,549.32654,527.32537,568.64865,548.6535,631.48479,682.93552,494.68839,616.46728,637.15885,636.04732,642.09069,682.16253,675.23124,662.46594,728.84225,629.33064,718.7291,691.59189,674.14248,560.45752,793.59431,857.69108,781.99052,792.87723,862.090291,962.903116,796.147665,873.268488,845.907391,828.166255,845.828438,867.34305,837.643738,846.155527,933.616411,1021.71343,979.001607,1128.357075,1029.035549,1015.607934,1111.15498,1157.28037,1257.25729,1317.10458,1490.27117,1764.84879,1652.558429,1757.689542,1779.270027,1824.72502,1870.58011,1973.596625,2047.633,2060.03394,1978.87449,2035.67635,2038.928683,2069.85198,2114.60429,2080.628585,2107.205463,2160.75665,2385.72606,2573.936217,2934.354785,3919.372108,4171.307775,4573.81408,4618.08123,4841.307944,4951.70908,4810.01315,4998.1024,4597.6306,4353.6542,4167.0377,3826.6343,3689.0452,3817.0084,3541.3242,3607.849,3959.3825,3755.2459,3480.0624,3276.7646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,Peru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.48663,7.48663,7.48663,7.48663,7.4866296,7.48663,7.48663,7.4866296,7.48663,7.48663,7.48663,7.48663,7.48663,7.4866296,7.4866296,7.4866296,7.4866296,7.4866296,7.4866296,7.4866296,7.4866296,7.4866296,7.4866296,7.4866296,7.4866296,7.4866296,7.4866296,7.4866296,7.4866296,7.4866296,7.4866296,7.4866296,7.4866296,7.4866296,7.4866296,7.4866296,7.4866296,7.4866296,7.4866296,7.4866296,7.4866296,7.4866296,7.4866296,7.4866296,7.4866296,7.4866296,7.4866296,7.4866296,7.4866296,7.4866296,7.4866296,7.4866296,7.4866296,7.4866296,7.4866296,7.4866296,7.4866296,7.4866296,7.4866296,7.4866296,7.4866296,7.4866296,7.4866296,7.4866296,7.4866296,7.4866296,7.4866296,7.48663,7.48663,7.48663,7.48663,7.48663,7.48663,7.48663,7.48663,7.48663,7.48663,7.48663,7.48663,7.48663,7.48663,7.48663,7.48663,7.48663,7.48663,7.48663,7.48663,7.48663,7.48663,7.48663,7.48663,7.48663,7.48663,7.48663,7.48663,7.48663,7.48663,7.48663,7.48663,7.48663,7.48663,7.48663,7.48663,7.48663,7.48663,7.48663,7.48663,7.48663,7.48663,7.48663,7.48663,7.48663,7.48663,7.48663,7.48663,7.48663,7.4866296,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,Philippines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.90271,,,,8.433369,6.421284,5.539026,,6.060096,,5.526394,26.00868,,,19.025876,19.253217,28.28581,21.16354,,9.197122,,,17.775274,,,,50.6802,35.458542,37.41652,,,24.61711,8.252342,15.6655,11.84286,9.634206,9.392489,13.58431,29.15177,17.267844,,17.084636,12.392555,14.94607,,17.37977,16.92897,20.27286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,Poland,0,0,0,0.248332,0.2477785,0,0.2466752,0.4922507,0,0,0.4889664,0,1.216973,0.728556,0.4846214,0,0.4824634,0,0.7204726,1.916978,0,1.669886,0.476047,0,0.2369636,0.2364354,0,0.4707651,0.2348579,0,0.4676242,0.6998729,0.4655419,0.2322521,0.4634689,0,0.2307026,0.4603767,0.6890258,0.9166533,0.6859576,0.4562857,0.4552687,0.9085079,0,0.6783468,0.6768348,0.2251087,0.4492139,0.4482126,0.2236068,0.2231084,0.4452222,0.4442298,0.6648595,0.4422517,0.4412659,0.6604236,0.878602,0.2191609,1.093362,0.43637,1.088493,0.6516403,0.4334586,0,0.4315284,0,0,0.4286493,2.138469,0.4267405,0,0.4248403,0,0,0,0,1.26038,0,0,0.4173236,0,1.246396,2.072696,1.654461,1.23808,1.23532,0.8217112,2.459639,1.227078,0.8162288,2.036024,2.84408,2.026957,2.426927,2.017931,0.4026867,0.4017891,0.4008936,0.4,0,0.7970882,1.1934543,1.1912804,0.7927403,0,3.1594195,0.7884161,1.5739599,7.8554644,9.4093862,11.3489646,7.812615,2.3395152,16.7359843,8.9354994,7.3680537,10.0642337,12.3641861,11.57031,10.3943107,7.6854644,0.7671465,6.8917418,16.433616,9.1555431,5.331005,6.8416641,4.173401,6.0593439,2.6461341,9.4332643,8.2861513,9.3989292,5.2538128,6.3680089,5.6085964,12.3164361,11.1763646,18.9652106,9.2797375,11.485914,12.9443456,10.3366134,22.8465233,18.023233,15.0531941,10.2615041,17.9249214,9.859006,10.934497,16.735688,18.520986,10.87485,10.85504,11.19645,11.176051,15.474026,9.339345,15.05915,13.95803,16.07608,16.0468,13.52594,16.69898,19.15112,3.186039,5.653752,5.996169,7.39354,3.865752,2.806335,4.201834,6.990301,3.837662,1.741214,2.43326,3.469753,5.541493,12.09994,10.0074,8.611353,4.813573,7.550408,9.249531,8.54878,6.14391,3.407066,5.441375,11.88133,3.388481,6.764617,7.08991,4.717997,4.373017,1.678866,6.368069,6.35647,6.678833,4.6666667,1.993843,2.9815588,7.596084,3.29247891,3.6105782,3.5994638,10.76515121,8.455526,4.8631715,5.494628,7.0888067,4.497173,5.444042,9.896812,7.320193,6.3457911,8.8567598,5.0454265,5.973001,7.521618,12.1850047,6.2294851,11.1785564,7.7389902,8.332381,7.383761,8.8945806,9.478732,5.791662,8.5088076,11.815071,14.194845,22.88271,19.510495,17.355774,20.88214,12.788116,20.457298,18.916476,17.384945,17.037677,21.377962,18.684629,16.589772,14.797788,19.09113,15.571933,16.673924,22.641124,21.4285714,19.046881,16.122821,20.8264385,28.2827589,23.682985,27.168189,12.964315,15.64385,14.74619,15.487379,16.491115,16.408433,17.932019,19.706215,19.077485,18.981836,20.985186,17.225978,11.166717,13.436233,15.68271,22.510807,19.598202,18.993451,23.433797,27.077003,25.444511,27.798994,33.339719,36.858405,37.16259,24.326493,25.656799,28.658977,24.202053,24.79598,32.50017,35.64176,29.121984,28.274944,28.133182,26.141412,27.851788,28.628252,23.243531,20.859643,25.492627,27.160555,25.90767,30.222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.2121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.97178,,,,,,,,,131.89198,180.62695,,188.529291,210.199807,258.13204,257.748075,251.093921,,264.468161,,228.224581,214.062341,226.8429,246.87526,240.969088,236.138821,239.155007,266.66219,272.18036,285.4559,304.983,292.213349,291.59705,308.61465,318.599687,325.670344,322.341297,319.50287,302.53841,332.891849,333.66787,339.23031,317.415341,335.01025,290.652647,270.90007,240.32429,249.159078,259.202007,263.4633,275.98845,283.308562,270.896972,268.682032,279.401301,279.56229,254.44693,282.087696,308.93269,365.10633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.27799,,,,,,,,,,220.09043,,230.51987,314.707885,354.642089,487.095431,623.386312,554.44214,546.901963,,746.911025,602.685477,596.548588,735.44546,692.488263,494.578594,621.366279,627.898054,617.71198,592.50395,606.6132,631.921931,586.9938,658.5436,580.504869,656.377328,687.726647,805.20537,631.48902,589.068559,633.57688,646.88548,588.818414,622.32813,681.618899,926.90917,875.89011,914.582302,1039.991949,1088.27624,779.90667,,657.755045,619.791671,648.250244,650.90736,610.86503,664.859138,,779.01623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.62732,452.2787,497.68269,,281.15887,288.02323,,247.27204,169.50217,,,,,,,,,,299.105339,,349.92908,306.990251,290.247413,344.22961,348.199692,393.935545,356.665778,321.761184,,263.25987,315.53325,356.5745,371.81079,379.26105,401.765384,424.195389,484.9352,535.35998,369.96761,305.702337,333.26258,346.37428,331.251828,332.12779,325.387343,299.77556,257.55021,250.826275,234.268208,,,,169.218414,95.25082,127.663905,160.63498,269.23116,179.166073,243.11644,318.15182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1883239,0,0.2232757,0.25892,0.07353176,0.2192671,0.0363245,0.07221161,0,0.4637406,0,0.1409764,0,0.278568,0,0,0.2367405,0.2353151,0.4677968,0,0.3466356,0.2296991,0.4566324,0.6808247,0.5639381,1.457411,1.211631,0.2164446,1.275959,1.044707,0.9237959,2.016984,1.288115,0.7788259,1.052161,1.785591,2.30838,1.179368,2.406627,1.488788,1.548801,2.113499,2.824098,1.142531,1.844194,2.205849,0.8514308,1.140741,1.120794,0.6607178,0.9376825,0.708682,1.044436,0.8893499,0.8737991,1.783081,1.427476,1.593768,1.5659,2.40009,2.902306,2.495113,5.311549,4.989282,5.803566,8.027211,5.983128,4.542485,5.618201,5.571552,6.031681,4.780811,4.892933,7.259141,8.265807,6.821871,6.429012,5.734216,6.250163,7.481489,7.563118,6.679436,7.136874,7.495674,7.087445,6.263275,8.599973,10.59016,11.17983,9.645519,7.728284,8.442683,8.283803,9.128922,8.575782,6.932504,6.714981,4.577834,6.946981,8.009981,6.589039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.5469,270.45994,323.2697,329.64938,252.47157,278.2098,292.93798,330.73002,309.52715,307.50232,317.49832,306.72481,312.31071,267.89131,284.67442,302.01197,296.73225,257.3372,117.54621,109.35475,122.26826,139.01316,168.9647,213.31135,276.06173,280.100611,280.821783,268.104328,281.153489,256.215153,302.849765,328.152564,352.06563,334.520291,354.999352,380.569757,411.10228,377.475046,415.932792,406.133608,403.166002,387.57303,363.84408,375.79028,376.554067,364.48782,384.38187,421.164236,375.036007,396.526224,412.14235,366.68973,401.362429,408.45072,394.78055,359.443234,356.46872,371.429667,349.81795,350.07328,352.03053,354.972287,353.87474,342.9801,337.743937,312.33438,278.659199,229.266579,195.35945,195.30096,201.85456,228.55908,242.26626,303.2886,310.4861,324.9855,408.0135,478.3572,481.0012,559.6347,618.0554,669.832,714.6072,765.2276,863.8056,898.4884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.299518,10.19219,17.3495,,,11.02333,10.164756,21.80183,,,,,,,,,,,,,,,,189.08292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,929.585528,1229.819753,1068.42203,,1452.247736,1594.74583,1714.13285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.719232,62.687083,58.46504,,,,,,,,,,,68.357637,74.546292,76.69019,79.7437,125.77795,84.981234,98.83851,,113.505481,115.266624,108.882968,152.86576,149.09853,,,,,,,,,,,,,121.919123,177.899017,128.650714,123.054935,118.18094,116.04614,109.789466,128.30374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.943684,,44.490533,66.054226,63.215888,65.28369,55.126443,140.800786,91.506048,87.871641,121.44226,117.67903,,,79.28608,130.48603,,,217.063364,,309.54338,371.834914,359.01306,443.66406,428.438216,550.25706,664.901996,773.9409,889.80205,877.245954,878.228692,1007.98272,1064.05266,1019.295282,925.039459,917.446173,679.09695,636.19606,696.52591,764.866808,795.1211,670.51598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
